Entity,Code,Year,"Homicide rate per 100,000 population - Both sexes - All ages"
Guam,GUM,2001,4.95284
Guam,GUM,2002,1.230296
Guam,GUM,2003,4.8964105
Guam,GUM,2004,5.487671
Guam,GUM,2005,4.2571177
Guam,GUM,2006,6.679824
Guam,GUM,2007,0.60693055
Guam,GUM,2008,0.60707426
Guam,GUM,2009,3.038036
Guam,GUM,2010,1.8192292
Guam,GUM,2011,2.4147444
Guam,GUM,2019,4.151248
Guatemala,GTM,1992,27.869928
Guatemala,GTM,1993,32.862526
Guatemala,GTM,1994,32.08544
Guatemala,GTM,1995,31.457798
Guatemala,GTM,1996,34.03781
Guatemala,GTM,1997,36.6608
Guatemala,GTM,1998,29.595766
Guatemala,GTM,1999,23.160458
Guatemala,GTM,2000,24.7446
Guatemala,GTM,2001,26.896059
Guatemala,GTM,2002,29.544691
Guatemala,GTM,2003,33.70589
Guatemala,GTM,2004,35.06728
Guatemala,GTM,2005,40.64628
Guatemala,GTM,2006,43.87729
Guatemala,GTM,2007,42.207535
Guatemala,GTM,2008,45.00892
Guatemala,GTM,2009,45.569904
Guatemala,GTM,2010,40.981575
Guatemala,GTM,2011,38.298565
Guatemala,GTM,2012,34.075195
Guatemala,GTM,2013,33.42484
Guatemala,GTM,2014,33.429344
Guatemala,GTM,2017,32.78298
Guatemala,GTM,2018,28.895842
Guatemala,GTM,2019,25.645466
Guatemala,GTM,2020,18.960165
Guatemala,GTM,2021,19.990364
Guinea-Bissau,GNB,2016,3.4885912
Guinea-Bissau,GNB,2017,1.1171243
Guyana,GUY,1990,12.046314
Guyana,GUY,1991,25.803104
Guyana,GUY,1992,14.093998
Guyana,GUY,1993,15.658678
Guyana,GUY,1994,14.408722
Guyana,GUY,1995,14.500669
Guyana,GUY,1996,11.677739
Guyana,GUY,1997,11.519959
Guyana,GUY,1998,14.9333315
Guyana,GUY,1999,12.005055
Guyana,GUY,2000,10.012503
Guyana,GUY,2001,10.5289545
Guyana,GUY,2002,18.807783
Guyana,GUY,2003,27.479698
Guyana,GUY,2004,17.22722
Guyana,GUY,2005,18.691368
Guyana,GUY,2006,20.174915
Guyana,GUY,2007,15.201154
Guyana,GUY,2008,20.950739
Guyana,GUY,2009,15.573877
Guyana,GUY,2010,18.718292
Guyana,GUY,2011,17.467718
Guyana,GUY,2012,18.68365
Guyana,GUY,2013,20.737991
Guyana,GUY,2014,19.837175
Guyana,GUY,2015,19.73429
Guyana,GUY,2016,18.706684
Guyana,GUY,2017,15.067107
Guyana,GUY,2018,14.130875
Guyana,GUY,2019,17.02654
Guyana,GUY,2020,19.69388
Guyana,GUY,2021,16.28205
Haiti,HTI,2007,5.1587834
Haiti,HTI,2008,5.20091
Haiti,HTI,2009,6.145538
Haiti,HTI,2010,6.878068
Haiti,HTI,2011,9.181951
Haiti,HTI,2012,10.219083
Haiti,HTI,2013,10.125515
Haiti,HTI,2014,9.411548
Haiti,HTI,2015,10.138438
Haiti,HTI,2016,9.595058
Haiti,HTI,2018,6.746927
Haiti,HTI,2020,11.32062
Haiti,HTI,2021,13.007129
Honduras,HND,1990,9.806251
Honduras,HND,1991,13.542591
Honduras,HND,1992,17.86991
Honduras,HND,1993,22.78623
Honduras,HND,1994,29.762339
Honduras,HND,1995,26.389893
Honduras,HND,1999,39.568558
Honduras,HND,2000,47.71115
Honduras,HND,2001,51.0101
Honduras,HND,2002,51.610367
Honduras,HND,2003,56.554672
Honduras,HND,2004,49.286194
Honduras,HND,2005,42.460865
Honduras,HND,2006,40.25719
Honduras,HND,2007,45.277523
Honduras,HND,2008,54.987938
Honduras,HND,2009,63.7889
Honduras,HND,2010,73.79067
Honduras,HND,2011,82.38905
Honduras,HND,2012,81.570755
Honduras,HND,2013,71.769295
Honduras,HND,2014,64.53877
Honduras,HND,2015,55.38756
Honduras,HND,2016,54.435158
Honduras,HND,2017,40.13777
Honduras,HND,2018,37.874573
Honduras,HND,2019,40.94859
Honduras,HND,2020,35.695362
Honduras,HND,2021,38.245457
Hong Kong,HKG,1990,2.3464637
Hong Kong,HKG,1991,1.5531497
Hong Kong,HKG,1992,1.7976973
Hong Kong,HKG,1993,1.4121956
Hong Kong,HKG,1994,1.5562419
Hong Kong,HKG,1995,1.1691488
Hong Kong,HKG,1996,1.2157683
Hong Kong,HKG,1997,1.583547
Hong Kong,HKG,1998,0.9776877
Hong Kong,HKG,1999,0.9485146
Hong Kong,HKG,2000,0.6388167
Hong Kong,HKG,2001,0.97036827
Hong Kong,HKG,2002,1.0074688
Hong Kong,HKG,2003,0.7551053
Hong Kong,HKG,2004,0.6506653
Hong Kong,HKG,2005,0.49013427
Hong Kong,HKG,2006,0.5028306
Hong Kong,HKG,2007,0.2570894
Hong Kong,HKG,2008,0.51058924
Hong Kong,HKG,2009,0.6624762
Hong Kong,HKG,2010,0.49071583
Hong Kong,HKG,2011,0.23692176
Hong Kong,HKG,2012,0.3732344
Hong Kong,HKG,2013,0.8496845
Hong Kong,HKG,2014,0.36723787
Hong Kong,HKG,2015,0.2973038
Hong Kong,HKG,2016,0.37655023
Hong Kong,HKG,2017,0.32165036
Hong Kong,HKG,2018,0.64157784
Hong Kong,HKG,2019,0.32016557
Hong Kong,HKG,2020,0.2932959
Hong Kong,HKG,2021,0.30688852
Hungary,HUN,1990,1.9371647
Hungary,HUN,1991,2.9591084
Hungary,HUN,1992,2.9411592
Hungary,HUN,1993,2.8771644
Hungary,HUN,1994,3.026367
Hungary,HUN,1995,2.8662257
Hungary,HUN,1996,2.6289577
Hungary,HUN,1997,2.8095841
Hungary,HUN,1998,2.8164988
Hungary,HUN,1999,2.4730563
Hungary,HUN,2000,2.0093992
Hungary,HUN,2001,2.4955897
Hungary,HUN,2002,2.000315
Hungary,HUN,2003,2.253396
Hungary,HUN,2004,2.070436
Hungary,HUN,2005,1.6280298
Hungary,HUN,2006,1.7301275
Hungary,HUN,2007,1.5336856
Hungary,HUN,2008,1.8057547
Hungary,HUN,2009,1.3888085
Hungary,HUN,2010,1.3818206
Hungary,HUN,2011,1.4568114
Hungary,HUN,2012,1.249732
Hungary,HUN,2013,1.5563983
Hungary,HUN,2014,1.4795446
Hungary,HUN,2015,2.2449663
Hungary,HUN,2016,2.0580525
Hungary,HUN,2017,1.6344975
Hungary,HUN,2018,0.87967324
Hungary,HUN,2019,0.65494615
Hungary,HUN,2020,0.8204647
Hungary,HUN,2021,0.7724166
Iceland,ISL,1994,0
Iceland,ISL,1995,0
Iceland,ISL,1996,0.37155867
Iceland,ISL,1997,0.7370405
Iceland,ISL,1998,0
Iceland,ISL,1999,0.7203936
Iceland,ISL,2000,1.7764387
Iceland,ISL,2001,0.35058442
Iceland,ISL,2002,1.3898637
Iceland,ISL,2005,1.010004
Iceland,ISL,2006,0
Iceland,ISL,2007,0.6413278
Iceland,ISL,2008,0
Iceland,ISL,2009,0.3136758
Iceland,ISL,2010,0.6282729
Iceland,ISL,2011,0.93957585
Iceland,ISL,2012,0.3115464
Iceland,ISL,2013,0.30861863
Iceland,ISL,2014,0.3052098
Iceland,ISL,2015,0.9061815
Iceland,ISL,2016,0.29790765
Iceland,ISL,2017,0.87302697
Iceland,ISL,2018,0.8499884
Iceland,ISL,2019,0.27718145
Iceland,ISL,2020,1.3636277
Iceland,ISL,2021,0.5400516
India,IND,1990,5.0734553
India,IND,1991,5.46425
India,IND,1992,5.474815
India,IND,1993,5.175898
India,IND,1994,5.020619
India,IND,1995,4.810433
India,IND,1996,4.7709646
India,IND,1997,4.7307525
India,IND,1998,4.825762
India,IND,1999,4.5921187
India,IND,2000,4.5456276
India,IND,2001,4.3022475
India,IND,2002,4.1642046
India,IND,2003,3.967281
India,IND,2004,4.0914764
India,IND,2005,3.9055507
India,IND,2006,3.8350396
India,IND,2007,3.8129203
India,IND,2008,3.8118565
India,IND,2009,3.744892
India,IND,2010,3.744921
India,IND,2011,3.788104
India,IND,2012,3.7252629
India,IND,2013,3.5533159
India,IND,2014,3.6225762
India,IND,2015,3.3543067
India,IND,2016,3.1614263
India,IND,2017,3.0288827
India,IND,2018,2.993784
India,IND,2019,2.926661
India,IND,2020,2.9111555
India,IND,2021,2.9362788
Indonesia,IDN,1998,0.84577996
Indonesia,IDN,1999,0.99053586
Indonesia,IDN,2000,1.0295581
Indonesia,IDN,2003,0.7329205
Indonesia,IDN,2004,0.62804675
Iran,IRN,2009,2.9802475
Iran,IRN,2013,2.596263
Iran,IRN,2014,2.42116
Iraq,IRQ,1990,6.614423
Iraq,IRQ,1991,6.5615554
Iraq,IRQ,1992,7.5983076
Iraq,IRQ,1993,5.7940016
Iraq,IRQ,1994,6.2573857
Iraq,IRQ,2008,15.729824
Iraq,IRQ,2009,8.432093
Iraq,IRQ,2010,8.607103
Iraq,IRQ,2011,8.1351385
Iraq,IRQ,2012,7.9641047
Iraq,IRQ,2013,9.410459
Ireland,IRL,1990,0.48775247
Ireland,IRL,1991,0.656242
Ireland,IRL,1992,0.70854306
Ireland,IRL,1993,0.64867306
Ireland,IRL,1994,0.70236605
Ireland,IRL,1995,1.2012911
Ireland,IRL,1996,1.1644903
Ireland,IRL,1997,1.043913
Ireland,IRL,1998,1.0329828
Ireland,IRL,1999,1.0215297
Ireland,IRL,2000,0.98170567
Ireland,IRL,2001,1.3580506
Ireland,IRL,2002,1.3352995
Ireland,IRL,2003,0.9346491
Ireland,IRL,2004,0.744056
Ireland,IRL,2005,1.2617637
Ireland,IRL,2006,1.4640574
Ireland,IRL,2007,1.7890589
Ireland,IRL,2008,1.1454515
Ireland,IRL,2009,1.1778321
Ireland,IRL,2010,1.215581
Ireland,IRL,2011,0.92419386
Ireland,IRL,2012,1.1392142
Ireland,IRL,2013,1.1113939
Ireland,IRL,2015,0.6644148
Ireland,IRL,2016,0.72098243
Ireland,IRL,2017,0.8172925
Ireland,IRL,2018,0.80670065
Ireland,IRL,2019,0.6535922
Ireland,IRL,2020,0.6671898
Ireland,IRL,2021,0.4411889
Isle of Man,IMN,2011,1.1855435
Isle of Man,IMN,2012,2.3714104
Isle of Man,IMN,2013,2.3768919
Isle of Man,IMN,2014,3.5758557
Isle of Man,IMN,2015,1.1962724
Isle of Man,IMN,2016,0
Israel,ISR,1990,3.0604253
Israel,ISR,1991,2.2659166
Israel,ISR,1992,2.933424
Israel,ISR,1993,2.7047775
Israel,ISR,1994,2.6186373
Israel,ISR,1995,2.0442677
Israel,ISR,1996,2.0846345
Israel,ISR,1997,2.7162166
Israel,ISR,1998,2.5044706
Israel,ISR,1999,2.2855854
Israel,ISR,2000,2.5175912
Israel,ISR,2001,3.0939493
Israel,ISR,2002,3.272142
Israel,ISR,2003,2.6405542
Israel,ISR,2004,2.4105568
Israel,ISR,2005,2.517082
Israel,ISR,2006,2.2394361
Israel,ISR,2007,1.9418864
Israel,ISR,2008,1.6962277
Israel,ISR,2009,2.0000827
Israel,ISR,2010,2.046819
Israel,ISR,2011,1.9705757
Israel,ISR,2012,1.6859617
Israel,ISR,2013,1.6436564
Israel,ISR,2014,1.3733737
Israel,ISR,2015,1.3736645
Israel,ISR,2016,1.2746646
Israel,ISR,2017,1.4802767
Israel,ISR,2018,1.3717287
Israel,ISR,2019,1.5334716
Israel,ISR,2020,1.4273497
Israel,ISR,2021,1.9438074
Italy,ITA,1990,3.160868
Italy,ITA,1991,3.412303
Italy,ITA,1992,2.5970743
Italy,ITA,1993,1.8832606
Italy,ITA,1994,1.7034721
Italy,ITA,1995,1.7790239
Italy,ITA,1996,1.6748984
Italy,ITA,1997,1.5335753
Italy,ITA,1998,1.5613272
Italy,ITA,1999,1.4382281
Italy,ITA,2000,1.3446523
Italy,ITA,2001,1.243969
Italy,ITA,2002,1.1276963
Italy,ITA,2005,1.0481122
Italy,ITA,2006,1.0696578
Italy,ITA,2007,1.0735221
Italy,ITA,2008,1.0384264
Italy,ITA,2009,0.99055046
Italy,ITA,2010,0.8842834
Italy,ITA,2011,0.9196023
Italy,ITA,2012,0.8805428
Italy,ITA,2013,0.8323302
Italy,ITA,2014,0.7874304
Italy,ITA,2015,0.77864414
Italy,ITA,2016,0.6720047
Italy,ITA,2017,0.6266246
Italy,ITA,2018,0.5995582
Italy,ITA,2019,0.53073996
Italy,ITA,2020,0.47898695
Italy,ITA,2021,0.51147586
Jamaica,JAM,1990,22.742195
Jamaica,JAM,1991,23.467297
Jamaica,JAM,1992,25.959368
Jamaica,JAM,1993,26.717505
Jamaica,JAM,1994,27.856258
Jamaica,JAM,1995,31.083475
Jamaica,JAM,1996,36.51949
Jamaica,JAM,1997,40.626945
Jamaica,JAM,1998,33.338936
Jamaica,JAM,1999,32.893337
Jamaica,JAM,2000,33.955986
Jamaica,JAM,2001,43.383774
Jamaica,JAM,2002,39.609688
Jamaica,JAM,2003,36.7782
Jamaica,JAM,2004,55.21721
Jamaica,JAM,2005,62.535885
Jamaica,JAM,2006,49.820415
Jamaica,JAM,2007,58.64015
Jamaica,JAM,2008,59.711445
Jamaica,JAM,2009,61.82042
Jamaica,JAM,2010,52.928127
Jamaica,JAM,2011,41.25747
Jamaica,JAM,2012,39.930183
Jamaica,JAM,2013,43.34454
Jamaica,JAM,2014,36.0921
Jamaica,JAM,2015,43.264412
Jamaica,JAM,2016,48.310635
Jamaica,JAM,2017,58.646004
Jamaica,JAM,2018,45.84195
Jamaica,JAM,2019,47.62289
Jamaica,JAM,2020,47.262203
Jamaica,JAM,2021,52.127274
Japan,JPN,1990,0.54654384
Japan,JPN,1991,0.51501524
Japan,JPN,1992,0.5408025
Japan,JPN,1993,0.57301044
Japan,JPN,1994,0.6002273
Japan,JPN,1995,0.5771961
Japan,JPN,1996,0.5185871
Japan,JPN,1997,0.56336695
Japan,JPN,1998,0.6135776
Japan,JPN,1999,0.581565
Japan,JPN,2000,0.53468406
Japan,JPN,2001,0.548535
Japan,JPN,2002,0.5200243
Japan,JPN,2003,0.5466566
Japan,JPN,2004,0.5474998
Japan,JPN,2005,0.5031363
Japan,JPN,2006,0.48396364
Japan,JPN,2007,0.44841498
Japan,JPN,2008,0.5106278
Japan,JPN,2009,0.39495137
Japan,JPN,2010,0.36298227
Japan,JPN,2011,0.34529293
Japan,JPN,2012,0.3355398
Japan,JPN,2013,0.2897894
Japan,JPN,2014,0.30986047
Japan,JPN,2015,0.28526312
Japan,JPN,2016,0.28505316
Japan,JPN,2017,0.24158695
Japan,JPN,2018,0.26454216
Japan,JPN,2019,0.2535939
Japan,JPN,2020,0.25390282
Japan,JPN,2021,0.22870894
Jordan,JOR,1990,3.4476943
Jordan,JOR,1991,3.3002589
Jordan,JOR,1992,3.6463435
Jordan,JOR,1993,4.0483255
Jordan,JOR,1994,4.604777
Jordan,JOR,1995,0.7850711
Jordan,JOR,1996,0.9764194
Jordan,JOR,1997,0.88726175
Jordan,JOR,2007,1.7301421
Jordan,JOR,2008,1.809171
Jordan,JOR,2009,1.5043155
Jordan,JOR,2010,1.6735778
Jordan,JOR,2011,1.9831281
Jordan,JOR,2012,2.2324328
Jordan,JOR,2013,1.8713902
Jordan,JOR,2014,1.9634961
Jordan,JOR,2015,1.5904369
Jordan,JOR,2016,1.3146466
Jordan,JOR,2017,1.3019582
Jordan,JOR,2018,0.8986731
Jordan,JOR,2019,1.1403272
Jordan,JOR,2020,0.98822176
Jordan,JOR,2021,1.0225796
Kazakhstan,KAZ,1990,8.745113
Kazakhstan,KAZ,1991,8.897367
Kazakhstan,KAZ,1992,11.030652
Kazakhstan,KAZ,1993,15.229954
Kazakhstan,KAZ,1994,15.220499
Kazakhstan,KAZ,1995,14.889569
Kazakhstan,KAZ,1996,16.25966
Kazakhstan,KAZ,1997,16.314346
Kazakhstan,KAZ,1998,16.3562
Kazakhstan,KAZ,1999,15.560831
Kazakhstan,KAZ,2000,15.259658
Kazakhstan,KAZ,2001,14.134937
Kazakhstan,KAZ,2002,12.823553
Kazakhstan,KAZ,2003,12.9145565
Kazakhstan,KAZ,2004,13.47127
Kazakhstan,KAZ,2008,11.156719
Kazakhstan,KAZ,2009,10.797221
Kazakhstan,KAZ,2010,8.341434
Kazakhstan,KAZ,2011,8.419846
Kazakhstan,KAZ,2012,7.402269
Kazakhstan,KAZ,2013,6.45692
Kazakhstan,KAZ,2014,5.1386127
Kazakhstan,KAZ,2015,4.782487
Kazakhstan,KAZ,2017,4.995956
Kazakhstan,KAZ,2020,3.192962
Kenya,KEN,2004,3.4482226
Kenya,KEN,2005,3.0231836
Kenya,KEN,2006,2.9951317
Kenya,KEN,2007,2.896301
Kenya,KEN,2008,3.1009858
Kenya,KEN,2009,4.725644
Kenya,KEN,2010,4.638963
Kenya,KEN,2011,5.3265915
Kenya,KEN,2012,5.429288
Kenya,KEN,2014,5.029252
Kenya,KEN,2015,4.825887
Kenya,KEN,2016,4.933743
Kenya,KEN,2017,5.0379853
Kenya,KEN,2018,3.1409333
Kenya,KEN,2019,3.0931406
Kenya,KEN,2020,3.5759778
Kenya,KEN,2021,5.274913
Kiribati,KIR,1991,0
Kiribati,KIR,1992,0
Kiribati,KIR,1993,0
Kiribati,KIR,1994,0
Kiribati,KIR,1995,0
Kiribati,KIR,1996,1.2072701
Kiribati,KIR,1997,0
Kiribati,KIR,1998,0
Kiribati,KIR,1999,0
Kiribati,KIR,2000,3.3774085
Kiribati,KIR,2001,4.418376
Kiribati,KIR,2008,6.73297
Kiribati,KIR,2009,0.94343626
Kiribati,KIR,2010,3.703875
Kiribati,KIR,2011,10.011786
Kiribati,KIR,2012,7.167335
Kosovo,OWID_KOS,2008,6.2660465
Kosovo,OWID_KOS,2009,4.061273
Kosovo,OWID_KOS,2010,5.9133224
Kosovo,OWID_KOS,2011,3.4457116
Kosovo,OWID_KOS,2012,4.968498
Kosovo,OWID_KOS,2013,2.2706196
Kosovo,OWID_KOS,2014,3.0936956
Kosovo,OWID_KOS,2015,2.3875546
Kosovo,OWID_KOS,2016,2.1705317
Kosovo,OWID_KOS,2017,2.771898
Kosovo,OWID_KOS,2018,2.5731566
Kosovo,OWID_KOS,2019,1.4227626
Kosovo,OWID_KOS,2020,2.2146425
Kosovo,OWID_KOS,2021,1.9855483
Kuwait,KWT,1996,0.9393434
Kuwait,KWT,2001,1.9581518
Kuwait,KWT,2002,1.1233958
Kuwait,KWT,2003,1.3799628
Kuwait,KWT,2004,1.9967675
Kuwait,KWT,2005,1.8341216
Kuwait,KWT,2006,1.9040293
Kuwait,KWT,2007,2.3536272
Kuwait,KWT,2008,1.4334589
Kuwait,KWT,2009,1.7527857
Kuwait,KWT,2010,2.038489
Kuwait,KWT,2011,1.876695
Kuwait,KWT,2012,1.7969383
Kuwait,KWT,2017,1.1151773
Kuwait,KWT,2018,0.85703987
Kuwait,KWT,2019,0.36027116
Kuwait,KWT,2020,0.25226787
Latvia,LVA,1992,9.726298
Latvia,LVA,1993,14.665265
Latvia,LVA,1994,13.35147
Latvia,LVA,1995,11.205569
Latvia,LVA,1996,10.574965
Latvia,LVA,1997,10.884881
Latvia,LVA,1998,10.152956
Latvia,LVA,1999,9.438043
Latvia,LVA,2000,9.947631
Latvia,LVA,2001,9.282613
Latvia,LVA,2002,9.199775
Latvia,LVA,2012,3.4085884
Latvia,LVA,2013,2.461252
Latvia,LVA,2014,3.1824346
Latvia,LVA,2015,3.3635306
Latvia,LVA,2016,3.496369
Latvia,LVA,2017,4.143514
Latvia,LVA,2018,4.339671
Latvia,LVA,2019,3.391501
Latvia,LVA,2020,3.6899357
Latvia,LVA,2021,3.0417538
Lebanon,LBN,2008,3.744159
Lebanon,LBN,2009,2.9286218
Lebanon,LBN,2010,3.262741
Lebanon,LBN,2011,3.3299925
Lebanon,LBN,2012,3.746376
Lebanon,LBN,2013,4.15577
Lebanon,LBN,2014,3.825102
Lebanon,LBN,2015,3.6099732
Lebanon,LBN,2016,3.7548215
Lebanon,LBN,2017,4.02668
Lebanon,LBN,2018,2.8903487
Lebanon,LBN,2019,3.1477506
Lebanon,LBN,2020,2.2603166
Lesotho,LSO,1990,28.84941
Lesotho,LSO,1991,30.008043
Lesotho,LSO,1992,34.436245
Lesotho,LSO,1993,35.26957
Lesotho,LSO,1994,43.59791
Lesotho,LSO,2007,45.123055
Lesotho,LSO,2008,37.69398
Liberia,LBR,2007,2.7527428
Liberia,LBR,2008,4.677729
Liberia,LBR,2009,3.713126
Liberia,LBR,2010,3.2089903
Liberia,LBR,2011,3.8506157
Liberia,LBR,2012,3.1165302
Liechtenstein,LIE,1994,0
Liechtenstein,LIE,1995,0
Liechtenstein,LIE,1996,0
Liechtenstein,LIE,1997,0
Liechtenstein,LIE,1998,0
Liechtenstein,LIE,1999,3.066074
Liechtenstein,LIE,2000,0
Liechtenstein,LIE,2001,0
Liechtenstein,LIE,2002,0
Liechtenstein,LIE,2003,0
Liechtenstein,LIE,2004,2.915452
Liechtenstein,LIE,2007,0
Liechtenstein,LIE,2008,2.8248188
Liechtenstein,LIE,2009,0
Liechtenstein,LIE,2010,2.7834995
Liechtenstein,LIE,2011,0
Liechtenstein,LIE,2012,0
Liechtenstein,LIE,2013,0
Liechtenstein,LIE,2014,2.695672
Liechtenstein,LIE,2015,0
Liechtenstein,LIE,2016,0
Liechtenstein,LIE,2017,2.6393232
Liechtenstein,LIE,2018,2.6191037
Liechtenstein,LIE,2019,2.5986176
Liechtenstein,LIE,2020,2.5802457
Liechtenstein,LIE,2021,5.1230164
Lithuania,LTU,1990,4.7545505
Lithuania,LTU,1991,5.6413393
Lithuania,LTU,1992,7.0078535
Lithuania,LTU,1993,10.980519
Lithuania,LTU,1994,12.332725
Lithuania,LTU,1995,13.396428
Lithuania,LTU,1996,10.881183
Lithuania,LTU,1997,10.582167
Lithuania,LTU,1998,8.484493
Lithuania,LTU,1999,8.503158
Lithuania,LTU,2000,10.278815
Lithuania,LTU,2001,9.915335
Lithuania,LTU,2002,8.33381
Lithuania,LTU,2004,10.021647
Lithuania,LTU,2005,11.027016
Lithuania,LTU,2006,8.667046
Lithuania,LTU,2007,8.46469
Lithuania,LTU,2008,9.242094
Lithuania,LTU,2009,7.9233346
Lithuania,LTU,2010,6.976703
Lithuania,LTU,2011,6.806896
Lithuania,LTU,2012,6.5941076
Lithuania,LTU,2013,6.5385604
Lithuania,LTU,2014,5.3089767
Lithuania,LTU,2015,5.80343
Lithuania,LTU,2016,5.2153044
Lithuania,LTU,2017,3.4429927
Lithuania,LTU,2018,3.1987455
Lithuania,LTU,2019,3.299307
Lithuania,LTU,2020,3.5812218
Lithuania,LTU,2021,2.5837471
Luxembourg,LUX,1994,1.4923759
Luxembourg,LUX,1995,0.4906344
Luxembourg,LUX,1996,0.9680507
Luxembourg,LUX,1997,0.9559967
Luxembourg,LUX,1998,0.94434613
Luxembourg,LUX,1999,1.3974662
Luxembourg,LUX,2000,0.9182146
Luxembourg,LUX,2001,2.0396624
Luxembourg,LUX,2002,1.3455554
Luxembourg,LUX,2003,0.66467047
Luxembourg,LUX,2004,0.43688297
Luxembourg,LUX,2005,0.86047506
Luxembourg,LUX,2006,1.4817841
Luxembourg,LUX,2007,1.458733
Luxembourg,LUX,2008,1.6372122
Luxembourg,LUX,2009,1.0042822
Luxembourg,LUX,2010,1.9721162
Luxembourg,LUX,2011,0.7718938
Luxembourg,LUX,2012,0
Luxembourg,LUX,2013,0.18413985
Luxembourg,LUX,2014,0.71933454
Luxembourg,LUX,2015,0.87810576
Luxembourg,LUX,2016,0.8571169
Luxembourg,LUX,2017,0.3354115
Luxembourg,LUX,2018,0.49349168
Luxembourg,LUX,2019,0.6451894
Luxembourg,LUX,2020,0.4758887
Luxembourg,LUX,2021,0.6256638
Macao,MAC,1991,3.311345
Macao,MAC,1992,0.80565137
Macao,MAC,1993,3.1519847
Macao,MAC,1994,3.3437977
Macao,MAC,1995,2.0169373
Macao,MAC,1996,4.2048297
Macao,MAC,1997,7.286868
Macao,MAC,1998,5.7309875
Macao,MAC,1999,8.695284
Macao,MAC,2000,2.3153749
Macao,MAC,2001,1.8218172
Macao,MAC,2002,0.44477555
Macao,MAC,2003,1.7296063
Macao,MAC,2004,0.84116757
Macao,MAC,2005,0.81863374
Macao,MAC,2006,1.9925777
Macao,MAC,2007,1.1643025
Macao,MAC,2008,0.7560886
Macao,MAC,2009,0.9207747
Macao,MAC,2010,0.35887507
Macao,MAC,2011,0.7005217
Macao,MAC,2012,0.6863813
Macao,MAC,2013,0.16852792
Macao,MAC,2014,0.16551715
Macao,MAC,2015,0.16253845
Macao,MAC,2016,0.1595689
Macao,MAC,2017,0.31318069
Macao,MAC,2018,0.30722392
Macao,MAC,2019,0.30136254
Macao,MAC,2020,0.2957342
Macao,MAC,2021,0.43693116
Malawi,MWI,2000,6.233644
Malawi,MWI,2001,7.826891
Malawi,MWI,2002,4.8114057
Malawi,MWI,2003,2.4818072
Malawi,MWI,2004,3.3114872
Malawi,MWI,2005,1.5679328
Malawi,MWI,2006,6.25843
Malawi,MWI,2007,5.112829
Malawi,MWI,2008,5.615784
Malawi,MWI,2009,2.2379293
Malawi,MWI,2010,3.5329876
Malawi,MWI,2011,2.2646103
Malawi,MWI,2012,1.7906137
Malaysia,MYS,1990,1.7868301
Malaysia,MYS,1991,2.1312654
Malaysia,MYS,1992,1.9755263
Malaysia,MYS,1993,1.8897561
Malaysia,MYS,1994,1.7152743
Malaysia,MYS,1995,1.9665402
Malaysia,MYS,1996,2.1605632
Malaysia,MYS,1997,2.5412748
Malaysia,MYS,1998,2.8839264
Malaysia,MYS,1999,2.6286786
Malaysia,MYS,2000,2.4013789
Malaysia,MYS,2001,2.1960268
Malaysia,MYS,2002,2.3402767
Malaysia,MYS,2003,2.2838054
Malaysia,MYS,2004,1.9618487
Malaysia,MYS,2005,2.329929
Malaysia,MYS,2006,2.21808
Malaysia,MYS,2007,2.406561
Malaysia,MYS,2008,2.1580162
Malaysia,MYS,2009,1.9881488
Malaysia,MYS,2010,1.8803715
Malaysia,MYS,2011,1.8160553
Malaysia,MYS,2012,2.0296552
Malaysia,MYS,2013,2.0806503
Malaysia,MYS,2014,1.666315
Malaysia,MYS,2015,1.6028925
Malaysia,MYS,2016,1.446406
Malaysia,MYS,2017,1.1852711
Malaysia,MYS,2018,0.996936
Malaysia,MYS,2019,0.94500613
Malaysia,MYS,2020,0.76204836
Malaysia,MYS,2021,0.72377706
Maldives,MDV,1990,0.44452938
Maldives,MDV,1995,0.77456933
Maldives,MDV,1997,2.2301517
Maldives,MDV,2001,2.4362783
Maldives,MDV,2002,2.7370687
Maldives,MDV,2007,0.9227192
Maldives,MDV,2008,1.4841948
Maldives,MDV,2009,1.7190155
Maldives,MDV,2010,1.659409
Maldives,MDV,2011,0.8011954
Maldives,MDV,2012,2.580382
Maldives,MDV,2013,0.7486375
Maldives,MDV,2015,0.9183116
Maldives,MDV,2016,3.962554
Maldives,MDV,2017,7.1966505
Maldives,MDV,2019,0.59463876
Malta,MLT,1990,1.0947162
Malta,MLT,1991,0.813737
Malta,MLT,1992,1.6134259
Malta,MLT,1993,1.8654653
Malta,MLT,1994,0.79247046
Malta,MLT,1998,1.2739421
Malta,MLT,1999,2.5253642
Malta,MLT,2000,1.0019752
Malta,MLT,2001,1.4919751
Malta,MLT,2002,1.4825852
Malta,MLT,2004,1.7123351
Malta,MLT,2005,0.97511506
Malta,MLT,2006,0
Malta,MLT,2007,0.9706829
Malta,MLT,2008,1.4513736
Malta,MLT,2009,0.96269554
Malta,MLT,2010,0.9552125
Malta,MLT,2011,0.7082638
Malta,MLT,2012,2.7913015
Malta,MLT,2013,1.5999086
Malta,MLT,2014,1.3439626
Malta,MLT,2015,0.8760815
Malta,MLT,2016,1.06905
Malta,MLT,2017,1.6684151
Malta,MLT,2018,1.6273856
Malta,MLT,2019,0.9927835
Malta,MLT,2020,1.3582791
Malta,MLT,2021,0.3796882
